"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-20","2023","07","0.1510927775","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-18","2023","07","0.345494591","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-19","2023","07","0.0036054824","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-21","2023","07","0.0007210965","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-22","2023","07","0.0251818868","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-23","2023","07","0.7644082545","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-07-01","2023","07","1.8528913082","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-02","2023","07","0.7299307048","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-03","2023","07","1.9224712166","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-04","2023","07","1.0403923114","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-05","2023","07","1.185032459","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-06","2023","07","1.83122468","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-07","2023","07","0.1988278115","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-08","2023","07","0.1672765535","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-09","2023","07","0.2870102993","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-10","2023","07","0.3733544814","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-11","2023","07","8.6885427576","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-13","2023","07","2.5699589454","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-12","2023","07","1.211662069","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-15","2023","07","0.3595430885","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-14","2023","07","1.1994253518","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-16","2023","07","0.0718759726","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-17","2023","07","4.3523822992","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-20","2023","07","0.2209600925","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-18","2023","07","0.008325888","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-19","2023","07","0.1393421179","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-21","2023","07","NA","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-22","2023","07","NA","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-23","2023","07","NA","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-07-01","2023","07","NA","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-01","2023","07","9.4687101799","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-02","2023","07","14.8229242041","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-03","2023","07","2.7034982422","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-04","2023","07","8.0116085094","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-05","2023","07","12.5200780703","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-06","2023","07","22.391627464","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-07","2023","07","15.9016283843","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-08","2023","07","15.2738105234","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-09","2023","07","22.7454470852","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-10","2023","07","16.0817752631","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-11","2023","07","37.7029216282","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-12","2023","07","23.2003942113","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-13","2023","07","35.9891472395","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-14","2023","07","16.6164807276","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-15","2023","07","10.20061858","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-16","2023","07","18.4847388914","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-17","2023","07","8.303615192","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-18","2023","07","24.6307205467","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-19","2023","07","14.3140399109","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-20","2023","07","8.0268471529","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-21","2023","07","7.9827413853","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-22","2023","07","26.3175941305","IMD GRID MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-07-23","2023","07","8.7843098493","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-01","2023","07","11.3516727816","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-02","2023","07","4.7021333154","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-03","2023","07","3.3445842308","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-04","2023","07","2.6796289308","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-05","2023","07","3.9707384295","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-06","2023","07","9.8093142638","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-07","2023","07","10.9257725443","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-08","2023","07","22.3759387818","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-09","2023","07","12.1029303891","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-10","2023","07","23.9172914405","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-11","2023","07","13.9275697092","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-12","2023","07","0.8214598983","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-13","2023","07","0.575132478","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-14","2023","07","2.7145953061","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-15","2023","07","0.7798301445","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-16","2023","07","12.2302980089","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-17","2023","07","14.3804376727","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-18","2023","07","4.0435921116","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-19","2023","07","6.4811557013","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-20","2023","07","4.4576031601","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-21","2023","07","3.0562561263","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-22","2023","07","2.820877255","IMD GRID MODEL"
"Ganga Basin","Banas","2023-07-23","2023","07","7.2416952417","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-02","2023","07","13.4002205743","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-03","2023","07","23.5500257301","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-04","2023","07","10.7136531687","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-05","2023","07","4.2839452134","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-06","2023","07","4.5323165924","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-07","2023","07","12.4745725305","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-08","2023","07","7.1421902647","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-09","2023","07","7.1370504785","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-10","2023","07","5.0097331104","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-11","2023","07","3.753183638","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-12","2023","07","12.1891662844","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-13","2023","07","12.3731133914","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-14","2023","07","16.4569597146","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-15","2023","07","12.27825298","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-16","2023","07","5.4173730776","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-17","2023","07","5.6584600066","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-18","2023","07","4.1000261997","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-19","2023","07","1.4588731184","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-20","2023","07","1.8724632788","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-21","2023","07","1.1693357947","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-22","2023","07","5.9759722571","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-23","2023","07","4.0673839981","IMD GRID MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-07-01","2023","07","14.399259965","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-01","2023","07","20.0570984302","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-02","2023","07","8.4006228062","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-03","2023","07","3.1261479263","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-04","2023","07","1.0743328933","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-05","2023","07","3.9204832241","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-06","2023","07","6.1158987573","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-07","2023","07","4.1397901302","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-08","2023","07","24.072016453","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-09","2023","07","11.2184153143","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-10","2023","07","14.5766456086","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-11","2023","07","6.1592506418","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-12","2023","07","17.7167622254","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-13","2023","07","4.7295967307","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-14","2023","07","10.504810169","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-15","2023","07","4.9965441664","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-16","2023","07","13.8020332169","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-17","2023","07","9.9336590517","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-18","2023","07","1.9704600135","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-19","2023","07","7.6492515335","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-20","2023","07","0.0163432288","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-21","2023","07","0.3233222838","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-22","2023","07","8.9311E-5","IMD GRID MODEL"
"Ganga Basin","Chambal Lower","2023-07-23","2023","07","0.9603733765","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-02","2023","07","18.0199119914","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-03","2023","07","7.9753905307","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-04","2023","07","0.9641311358","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-05","2023","07","2.1883720136","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-06","2023","07","12.9230812836","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-07","2023","07","19.2623026225","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-08","2023","07","22.9424209843","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-09","2023","07","9.2279507202","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-10","2023","07","6.330171147","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-11","2023","07","8.9529528357","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-12","2023","07","31.3090062039","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-13","2023","07","14.6881898117","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-14","2023","07","12.7978453475","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-15","2023","07","3.3135903975","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-16","2023","07","4.048532949","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-17","2023","07","13.6776501968","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-18","2023","07","15.990407814","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-19","2023","07","9.8155740245","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-20","2023","07","12.198432002","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-21","2023","07","17.050691806","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-22","2023","07","40.5104524869","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-23","2023","07","29.1880077345","IMD GRID MODEL"
"Ganga Basin","Chambal Upper","2023-07-01","2023","07","17.2702285344","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-02","2023","07","3.4596980105","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-03","2023","07","10.7417848943","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-04","2023","07","5.5355612082","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-05","2023","07","5.2648684806","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-06","2023","07","5.7247717172","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-07","2023","07","7.7733256648","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-08","2023","07","5.3742061721","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-09","2023","07","2.3790657539","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-10","2023","07","0.381958002","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-11","2023","07","0.2747629107","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-12","2023","07","1.1968300708","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-13","2023","07","3.3360022074","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-14","2023","07","0.7852597275","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-15","2023","07","17.3123097692","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-16","2023","07","6.4131803471","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-17","2023","07","7.8284059529","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-18","2023","07","4.5496528171","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-19","2023","07","5.4741562821","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-20","2023","07","3.9820453896","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-21","2023","07","3.5256032015","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-22","2023","07","10.5437254898","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-23","2023","07","7.3711019567","IMD GRID MODEL"
"Ganga Basin","Damodar","2023-07-01","2023","07","4.8715343332","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-01","2023","07","21.5607859948","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-02","2023","07","17.879275935","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-03","2023","07","23.8519012914","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-04","2023","07","9.7555949291","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-05","2023","07","10.6541151283","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-06","2023","07","2.8180585899","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-07","2023","07","3.4141939592","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-08","2023","07","2.5493630542","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-09","2023","07","2.6771946841","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-10","2023","07","0.9343637374","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-11","2023","07","2.1146989501","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-12","2023","07","5.8522981824","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-13","2023","07","8.1108790159","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-14","2023","07","4.0792678249","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-15","2023","07","13.1022220904","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-16","2023","07","4.9016404459","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-17","2023","07","0.9524857523","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-18","2023","07","0.7234139286","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-19","2023","07","0.2129789018","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-20","2023","07","0.0245284061","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-21","2023","07","0.3796399932","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-22","2023","07","0.94106922","IMD GRID MODEL"
"Ganga Basin","Gandak and others","2023-07-23","2023","07","1.7889284085","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-01","2023","07","52.036017835","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-02","2023","07","26.0523632525","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-03","2023","07","7.5555354927","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-04","2023","07","12.3445096164","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-05","2023","07","13.2177916267","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-06","2023","07","4.1541742196","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-07","2023","07","2.4820800968","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-08","2023","07","5.1266335722","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-09","2023","07","6.5844606076","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-10","2023","07","2.5390885329","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-11","2023","07","7.8355229833","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-12","2023","07","9.0066151549","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-13","2023","07","13.0383582237","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-14","2023","07","12.2553034382","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-15","2023","07","27.6683203834","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-16","2023","07","8.2629922614","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-17","2023","07","3.7898241923","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-18","2023","07","10.8876851048","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-19","2023","07","2.9361300108","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-20","2023","07","0.4232462301","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-21","2023","07","1.2440206885","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-22","2023","07","11.2788665392","IMD GRID MODEL"
"Ganga Basin","Ghaghara","2023-07-23","2023","07","1.6823291727","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-01","2023","07","36.9159529413","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-02","2023","07","27.6475710928","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-03","2023","07","12.4532284951","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-04","2023","07","5.1637650114","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-05","2023","07","17.0970199569","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-06","2023","07","1.137267932","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-07","2023","07","0.2293936982","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-08","2023","07","6.1912793162","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-09","2023","07","3.7767864909","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-10","2023","07","5.0262845298","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-11","2023","07","5.7782757898","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-12","2023","07","4.4368435929","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-13","2023","07","3.1583677201","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-14","2023","07","2.9682742814","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-15","2023","07","18.6801600655","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-16","2023","07","11.1286528167","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-17","2023","07","1.6631327802","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-18","2023","07","0.1537333694","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-19","2023","07","0.0013289624","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-20","2023","07","0.0419868659","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-21","2023","07","NA","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-22","2023","07","0.4307516244","IMD GRID MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-07-23","2023","07","2.6636609385","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-01","2023","07","29.9316347375","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-02","2023","07","18.464236513","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-03","2023","07","7.253785017","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-04","2023","07","9.7506323308","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-05","2023","07","19.2198143478","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-06","2023","07","4.8916701584","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-07","2023","07","4.3923647842","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-08","2023","07","9.1026519878","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-09","2023","07","6.4563993423","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-10","2023","07","3.4217338688","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-11","2023","07","8.3130772632","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-12","2023","07","27.1429049575","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-13","2023","07","7.2742551069","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-14","2023","07","9.3005416296","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-15","2023","07","13.1647041251","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-16","2023","07","3.3016160328","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-17","2023","07","2.489877767","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-18","2023","07","0.4893556562","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-19","2023","07","0.0941570196","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-20","2023","07","0.0438432954","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-21","2023","07","0.0108798634","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-22","2023","07","0.1796644723","IMD GRID MODEL"
"Ganga Basin","Gomti","2023-07-23","2023","07","1.1234268274","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-02","2023","07","14.8207455291","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-03","2023","07","3.8561459066","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-04","2023","07","1.2641859676","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-05","2023","07","1.4848588154","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-06","2023","07","4.7148926488","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-07","2023","07","15.4483517588","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-08","2023","07","15.7104778344","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-09","2023","07","8.7590659614","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-10","2023","07","17.1986301238","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-11","2023","07","13.918651971","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-12","2023","07","9.2038836767","IMD GRID MODEL"
