"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"Sabarmati Basin","Sabarmati Lower","2023-07-10","2023","07","32.6981971824","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-11","2023","07","14.1890602397","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-12","2023","07","3.1014700247","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-13","2023","07","0.2686711256","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-14","2023","07","0.1671381333","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-15","2023","07","1.1170477887","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-16","2023","07","0.9855569952","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-17","2023","07","2.3031689769","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-18","2023","07","0.6717958984","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-19","2023","07","9.9370840174","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-20","2023","07","21.8124317497","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-21","2023","07","10.4781955053","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-22","2023","07","1.6352911461","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Lower","2023-07-23","2023","07","48.7491454577","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-01","2023","07","9.3761537868","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-02","2023","07","22.0899243325","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-03","2023","07","0.2423920931","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-04","2023","07","0.1794191179","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-05","2023","07","NA","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-06","2023","07","26.3899898754","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-07","2023","07","13.1101582094","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-08","2023","07","16.3231632365","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-09","2023","07","19.6968026352","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-10","2023","07","30.9978267038","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-11","2023","07","39.680947705","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-12","2023","07","0.3907085123","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-13","2023","07","0.5604015883","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-14","2023","07","0.0160631174","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-15","2023","07","0.5297547006","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-16","2023","07","3.4096440737","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-17","2023","07","5.0428252025","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-18","2023","07","1.4668018971","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-19","2023","07","13.0521690291","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-20","2023","07","27.290480732","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-21","2023","07","7.7080656067","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-22","2023","07","6.8949211008","IMD GRID MODEL"
"Sabarmati Basin","Sabarmati Upper","2023-07-23","2023","07","30.6497667706","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-01","2023","07","2.3865868888","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-02","2023","07","3.6656430022","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-03","2023","07","1.8391567071","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-04","2023","07","4.0606590911","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-05","2023","07","2.9869853127","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-06","2023","07","11.6869922192","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-07","2023","07","13.0749052748","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-08","2023","07","4.2889595367","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-09","2023","07","0.9619905528","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-10","2023","07","2.2747153737","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-11","2023","07","0.2522683428","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-12","2023","07","1.6683725992","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-13","2023","07","3.9291596752","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-14","2023","07","0.2358365282","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-15","2023","07","14.8078702723","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-16","2023","07","18.7623322913","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-17","2023","07","7.3394638398","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-18","2023","07","2.4121790864","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-19","2023","07","5.1692473474","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-20","2023","07","5.6321225449","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-21","2023","07","10.9399958449","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-22","2023","07","21.4955367504","IMD GRID MODEL"
"Subernarekha Basin","Subernarekha","2023-07-23","2023","07","20.2183828722","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-01","2023","07","38.473522968","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-02","2023","07","52.6137661644","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-03","2023","07","5.2222183774","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-04","2023","07","3.9107323305","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-05","2023","07","0.670216263","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-06","2023","07","6.36159198","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-07","2023","07","10.2468933901","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-08","2023","07","9.3213616737","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-09","2023","07","23.6541864633","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-10","2023","07","18.9200850963","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-11","2023","07","27.0633835676","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-12","2023","07","21.5370302542","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-13","2023","07","22.8289670933","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-14","2023","07","9.6431552919","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-15","2023","07","18.9419897529","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-16","2023","07","17.1661189307","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-17","2023","07","5.8534064153","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-18","2023","07","0.4614629835","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-19","2023","07","7.1502420363","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-20","2023","07","35.3835449493","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-21","2023","07","3.0798208075","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-22","2023","07","10.4318074556","IMD GRID MODEL"
"Tapi Basin","Tapi Lower","2023-07-23","2023","07","31.7910490459","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-01","2023","07","9.268075429","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-02","2023","07","7.0428322539","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-03","2023","07","5.0294091779","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-04","2023","07","0.1991286732","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-05","2023","07","10.9318062705","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-06","2023","07","18.9553927751","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-07","2023","07","21.4717667876","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-08","2023","07","6.6972585509","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-09","2023","07","4.8872350229","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-10","2023","07","8.1443957631","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-11","2023","07","11.5462817395","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-12","2023","07","11.4248063105","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-13","2023","07","12.3676990377","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-14","2023","07","4.8162049522","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-15","2023","07","3.9721319552","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-16","2023","07","10.5657667855","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-17","2023","07","3.6153414272","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-18","2023","07","5.4088957971","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-19","2023","07","7.8927023364","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-20","2023","07","15.0975468937","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-21","2023","07","2.6118339902","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-22","2023","07","10.3434590248","IMD GRID MODEL"
"Tapi Basin","Tapi Middle","2023-07-23","2023","07","17.8196910121","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-01","2023","07","2.2398818691","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-02","2023","07","1.6572342731","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-03","2023","07","0.7547133769","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-04","2023","07","1.1493885027","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-05","2023","07","18.7200183968","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-06","2023","07","17.8854142372","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-07","2023","07","10.8749676648","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-08","2023","07","6.1871161969","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-09","2023","07","20.4637239294","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-10","2023","07","10.119578565","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-11","2023","07","18.3123032575","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-12","2023","07","26.2534583879","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-13","2023","07","48.3993826893","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-14","2023","07","3.911345167","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-15","2023","07","6.026977806","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-16","2023","07","5.4730733553","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-17","2023","07","3.0647620428","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-18","2023","07","7.1492289588","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-19","2023","07","30.5107949465","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-20","2023","07","10.6606686202","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-21","2023","07","17.5421398218","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-22","2023","07","40.9857336331","IMD GRID MODEL"
"Tapi Basin","Tapi Upper","2023-07-23","2023","07","35.9982128055","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-02","2023","07","15.3781925207","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-03","2023","07","36.1035674574","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-04","2023","07","29.9813701159","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-05","2023","07","73.9002556938","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-08","2023","07","51.0775777098","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-06","2023","07","97.6315626226","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-07","2023","07","83.4184991012","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-09","2023","07","36.6569211494","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-10","2023","07","12.5631868011","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-11","2023","07","4.2763945624","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-13","2023","07","43.9825457067","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-12","2023","07","8.7378242068","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-15","2023","07","14.8809973973","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-14","2023","07","22.5753750152","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-16","2023","07","17.4361662418","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-17","2023","07","16.7052218609","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-20","2023","07","42.2978904161","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-18","2023","07","24.8496074408","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-19","2023","07","36.4980628928","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-21","2023","07","37.7697882157","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-22","2023","07","57.3395652014","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-23","2023","07","117.4970898353","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Netravati and others","2023-07-01","2023","07","20.9197864082","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-01","2023","07","1.9573623441","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-02","2023","07","2.2262584481","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-03","2023","07","22.3853206958","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-05","2023","07","68.5581925069","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-04","2023","07","46.3899023061","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-06","2023","07","52.095710639","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-07","2023","07","31.872915263","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-08","2023","07","22.6711239889","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-11","2023","07","4.12856241","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-09","2023","07","11.360388644","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-10","2023","07","3.0675903608","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-13","2023","07","1.7105011948","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-12","2023","07","3.4020958027","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-14","2023","07","6.807629865","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-15","2023","07","1.5875981707","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-17","2023","07","2.4562996168","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-16","2023","07","1.5592121535","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-18","2023","07","5.5145761507","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-19","2023","07","11.645977372","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-20","2023","07","16.5116815108","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-21","2023","07","1.818016982","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-23","2023","07","17.223712039","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Periyar and others","2023-07-22","2023","07","1.7431132516","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-02","2023","07","5.6936834626","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-03","2023","07","14.4512606023","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-04","2023","07","18.076634186","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-05","2023","07","51.712522353","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-08","2023","07","28.0810548351","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-06","2023","07","58.0528439833","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-07","2023","07","33.0743977853","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-09","2023","07","13.2354778125","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-10","2023","07","4.3920819841","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-11","2023","07","1.0237585776","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-13","2023","07","2.6526229033","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-12","2023","07","4.4170088102","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-15","2023","07","1.535900597","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-14","2023","07","8.3622256242","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-16","2023","07","1.6314904339","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-17","2023","07","5.3419454546","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-20","2023","07","17.5295749922","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-18","2023","07","8.3078018717","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-19","2023","07","14.5118448506","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-21","2023","07","10.611812814","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-22","2023","07","20.3407389935","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-23","2023","07","42.0916322268","IMD GRID MODEL"
"West flowing rivers from Tadri to Kanyakumari Basin","Varrar and others","2023-07-01","2023","07","4.7410858974","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-02","2023","07","75.1959000107","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-03","2023","07","28.7556921106","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-06","2023","07","10.6212945545","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-04","2023","07","15.4996748278","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-05","2023","07","9.9372772641","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-07","2023","07","28.4896677348","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-09","2023","07","28.9825161615","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-08","2023","07","54.2905387144","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-12","2023","07","21.3448659082","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-10","2023","07","31.5124425732","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-11","2023","07","23.9442340921","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-13","2023","07","19.0590812765","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-15","2023","07","28.5212246916","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-14","2023","07","25.5646476126","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-18","2023","07","42.2955341579","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-16","2023","07","21.8177838222","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-17","2023","07","24.2880389927","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-19","2023","07","60.4760552849","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-21","2023","07","40.7798994522","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-20","2023","07","95.0835830845","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-22","2023","07","76.551572412","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-23","2023","07","64.8813697343","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Bhatsol and others","2023-07-01","2023","07","97.6812573625","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-02","2023","07","39.1491018387","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-03","2023","07","41.9295967251","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-04","2023","07","27.6878705788","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-05","2023","07","29.5723602464","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-06","2023","07","57.2102585208","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-07","2023","07","55.6015445216","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-08","2023","07","57.5313076022","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-09","2023","07","30.8911868424","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-10","2023","07","14.4123265853","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-11","2023","07","6.6442854624","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-13","2023","07","12.7996860136","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-12","2023","07","4.7596026458","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-14","2023","07","41.156716136","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-15","2023","07","26.126584301","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-16","2023","07","18.0592195729","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-17","2023","07","23.5453443719","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-18","2023","07","46.2538360589","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-19","2023","07","100.0414709909","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-21","2023","07","77.5219580676","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-20","2023","07","92.9698892364","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-22","2023","07","78.6363439714","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-23","2023","07","89.409402427","IMD GRID MODEL"
"West flowing rivers from Tapi to Tadri Basin","Vasishti and others","2023-07-01","2023","07","39.5764480621","IMD GRID MODEL"
"West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","2023-07-01","2023","07","73.254165418","IMD GRID MODEL"
"West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","2023-07-02","2023","07","25.1861680485","IMD GRID MODEL"
"West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","2023-07-03","2023","07","13.1247759376","IMD GRID MODEL"
"West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","2023-07-04","2023","07","9.9410466557","IMD GRID MODEL"
"West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","2023-07-05","2023","07","6.8372977971","IMD GRID MODEL"
"West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","2023-07-06","2023","07","5.3164329276","IMD GRID MODEL"
